battle_time,map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
20260314T014001.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,MANDY,KENJI,ALLI,POCO,MANDY,BO,Marksman,Assassin,Unknown,Support,Marksman,Controller,Epic,Legendary,Mythic,Rare,Epic,Epic
20260314T013308.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,GIGI,TICK,JACKY,MANDY,TICK,GROM,Unknown,Artillery,Tank,Marksman,Artillery,Artillery,Mythic,Super Rare,Super Rare,Epic,Super Rare,Epic
20260314T013013.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,TICK,JACKY,MANDY,MANDY,CROW,PIPER,Artillery,Tank,Marksman,Marksman,Assassin,Marksman,Super Rare,Super Rare,Epic,Epic,Legendary,Epic
20260314T012633.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,KENJI,MANDY,ZIGGY,JESSIE,MANDY,NANI,Assassin,Marksman,Unknown,Controller,Marksman,Marksman,Legendary,Epic,Mythic,Super Rare,Epic,Epic
20260314T012324.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,ALLI,MR. P,MORTIS,KENJI,TICK,JACKY,Unknown,Controller,Assassin,Assassin,Artillery,Tank,Mythic,Mythic,Mythic,Legendary,Super Rare,Super Rare
20260314T012012.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,ZIGGY,TICK,JACKY,BIBI,AMBER,TICK,Unknown,Artillery,Tank,Tank,Controller,Artillery,Mythic,Super Rare,Super Rare,Epic,Legendary,Super Rare
20260314T011709.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,MANDY,ZIGGY,KENJI,PIPER,TICK,MORTIS,Marksman,Unknown,Assassin,Marksman,Artillery,Assassin,Epic,Mythic,Legendary,Epic,Super Rare,Mythic
20260314T011444.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,ZIGGY,DOUG,KENJI,BONNIE,MORTIS,MANDY,Unknown,Support,Assassin,Marksman,Assassin,Marksman,Mythic,Mythic,Legendary,Epic,Mythic,Epic
20260314T011121.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,DOUG,TICK,SIRIUS,KAZE,EMZ,BO,Support,Artillery,Unknown,Unknown,Controller,Controller,Mythic,Super Rare,Ultra Legendary,Ultra Legendary,Epic,Epic
20260314T010700.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,DOUG,ZIGGY,SIRIUS,BEA,RICO,GROM,Support,Unknown,Unknown,Marksman,Damage Dealer,Artillery,Mythic,Mythic,Ultra Legendary,Epic,Super Rare,Epic
20260314T010417.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,MANDY,BARLEY,SQUEAK,DOUG,ZIGGY,TICK,Marksman,Artillery,Controller,Support,Unknown,Artillery,Epic,Rare,Mythic,Mythic,Mythic,Super Rare
20260314T010005.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,MR. P,FANG,SIRIUS,MANDY,BERRY,FANG,Controller,Assassin,Unknown,Marksman,Support,Assassin,Mythic,Mythic,Ultra Legendary,Epic,Epic,Mythic
20260314T005627.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,BIBI,LEON,MANDY,MR. P,SIRIUS,TICK,Tank,Assassin,Marksman,Controller,Unknown,Artillery,Epic,Legendary,Epic,Mythic,Ultra Legendary,Super Rare
20260314T005347.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,MR. P,JACKY,TICK,BO,MORTIS,RICO,Controller,Tank,Artillery,Controller,Assassin,Damage Dealer,Mythic,Super Rare,Super Rare,Epic,Mythic,Super Rare
20260314T005119.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,FANG,TICK,SIRIUS,TICK,BO,MANDY,Assassin,Artillery,Unknown,Artillery,Controller,Marksman,Mythic,Super Rare,Ultra Legendary,Super Rare,Epic,Epic
20260314T004821.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,MR. P,FANG,SIRIUS,MANDY,BYRON,TICK,Controller,Assassin,Unknown,Marksman,Support,Artillery,Mythic,Mythic,Ultra Legendary,Epic,Mythic,Super Rare
20260314T004334.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,MANDY,TICK,LEON,FANG,MR. P,MANDY,Marksman,Artillery,Assassin,Assassin,Controller,Marksman,Epic,Super Rare,Legendary,Mythic,Mythic,Epic
20260314T004029.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,LEON,BYRON,TICK,MR. P,JESSIE,MANDY,Assassin,Support,Artillery,Controller,Controller,Marksman,Legendary,Mythic,Super Rare,Mythic,Super Rare,Epic
20260314T003750.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,JESSIE,MR. P,MANDY,BIBI,FANG,DYNAMIKE,Controller,Controller,Marksman,Tank,Assassin,Artillery,Super Rare,Mythic,Epic,Epic,Mythic,Super Rare
20260314T003427.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,MANDY,FANG,GROM,MR. P,JESSIE,MANDY,Marksman,Assassin,Artillery,Controller,Controller,Marksman,Epic,Mythic,Epic,Mythic,Super Rare,Epic
20260314T003121.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,BIBI,KIT,WILLOW,FANG,JESSIE,MR. P,Tank,Support,Controller,Assassin,Controller,Controller,Epic,Legendary,Mythic,Mythic,Super Rare,Mythic
20260314T002853.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,False,MANDY,BO,MORTIS,FANG,MR. P,JESSIE,Marksman,Controller,Assassin,Assassin,Controller,Controller,Epic,Epic,Mythic,Mythic,Mythic,Super Rare
20260313T233027.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,NITA,BIBI,MORTIS,CROW,RICO,MORTIS,Damage Dealer,Tank,Assassin,Assassin,Damage Dealer,Assassin,Rare,Epic,Mythic,Legendary,Super Rare,Mythic
20260313T232732.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,RICO,MORTIS,SIRIUS,FANG,LILY,Assassin,Damage Dealer,Assassin,Unknown,Assassin,Assassin,Legendary,Super Rare,Mythic,Ultra Legendary,Mythic,Mythic
20260313T232409.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BIBI,COLT,BULL,CROW,RICO,MORTIS,Tank,Damage Dealer,Tank,Assassin,Damage Dealer,Assassin,Epic,Rare,Rare,Legendary,Super Rare,Mythic
20260313T232012.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BIBI,CROW,BULL,RICO,MINA,CROW,Tank,Assassin,Tank,Damage Dealer,Unknown,Assassin,Epic,Legendary,Rare,Super Rare,Mythic,Legendary
20260313T231905.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,RICO,MINA,BEA,TARA,SIRIUS,Assassin,Damage Dealer,Unknown,Marksman,Damage Dealer,Unknown,Legendary,Super Rare,Mythic,Epic,Mythic,Ultra Legendary
20260313T231733.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,MINA,RICO,SIRIUS,KENJI,BIBI,Assassin,Unknown,Damage Dealer,Unknown,Assassin,Tank,Legendary,Mythic,Super Rare,Ultra Legendary,Legendary,Epic
20260313T231625.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,RICO,CROW,MINA,ALLI,BULL,CROW,Damage Dealer,Assassin,Unknown,Unknown,Tank,Assassin,Super Rare,Legendary,Mythic,Mythic,Rare,Legendary
20260313T231330.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BULL,CROW,BIBI,CROW,RICO,MINA,Tank,Assassin,Tank,Assassin,Damage Dealer,Unknown,Rare,Legendary,Epic,Legendary,Super Rare,Mythic
20260313T231037.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,SHELLY,BULL,BIBI,MINA,RICO,CROW,Damage Dealer,Tank,Tank,Unknown,Damage Dealer,Assassin,Common,Rare,Epic,Mythic,Super Rare,Legendary
20260313T230803.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BEA,SIRIUS,MORTIS,RICO,CROW,MINA,Marksman,Unknown,Assassin,Damage Dealer,Assassin,Unknown,Epic,Ultra Legendary,Mythic,Super Rare,Legendary,Mythic
20260313T230557.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,BULL,BIBI,CROW,RICO,MINA,Assassin,Tank,Tank,Assassin,Damage Dealer,Unknown,Legendary,Rare,Epic,Legendary,Super Rare,Mythic
20260313T230214.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,RICO,MINA,RICO,SIRIUS,BULL,Assassin,Damage Dealer,Unknown,Damage Dealer,Unknown,Tank,Legendary,Super Rare,Mythic,Super Rare,Ultra Legendary,Rare
20260313T225953.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,RICO,MINA,BIBI,RICO,COLT,Assassin,Damage Dealer,Unknown,Tank,Damage Dealer,Damage Dealer,Legendary,Super Rare,Mythic,Epic,Super Rare,Rare
20260313T225729.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,RICO,MINA,MAISIE,SIRIUS,SPIKE,Assassin,Damage Dealer,Unknown,Marksman,Unknown,Damage Dealer,Legendary,Super Rare,Mythic,Epic,Ultra Legendary,Legendary
20260313T225452.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EDGAR,BIBI,BULL,CROW,MINA,RICO,Assassin,Tank,Tank,Assassin,Unknown,Damage Dealer,Epic,Epic,Rare,Legendary,Mythic,Super Rare
20260313T225225.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,CROW,RICO,MINA,RICO,BEA,SIRIUS,Assassin,Damage Dealer,Unknown,Damage Dealer,Marksman,Unknown,Legendary,Super Rare,Mythic,Super Rare,Epic,Ultra Legendary
20260313T221501.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,TARA,BULL,GUS,PAM,BULL,TARA,Damage Dealer,Tank,Support,Support,Tank,Damage Dealer,Mythic,Rare,Super Rare,Epic,Rare,Mythic
20260313T221203.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,GUS,BULL,RICO,RICO,DYNAMIKE,LILY,Support,Tank,Damage Dealer,Damage Dealer,Artillery,Assassin,Super Rare,Rare,Super Rare,Super Rare,Super Rare,Mythic
20260313T220950.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,BIBI,FANG,MICO,GUS,RICO,BULL,Tank,Assassin,Assassin,Support,Damage Dealer,Tank,Epic,Mythic,Mythic,Super Rare,Super Rare,Rare
20260313T220726.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,BULL,GUS,RICO,MORTIS,BIBI,EDGAR,Tank,Support,Damage Dealer,Assassin,Tank,Assassin,Rare,Super Rare,Super Rare,Mythic,Epic,Epic
20260313T220504.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,BULL,RICO,GUS,LEON,MR. P,BARLEY,Tank,Damage Dealer,Support,Assassin,Controller,Artillery,Rare,Super Rare,Super Rare,Legendary,Mythic,Rare
20260313T220237.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,RICO,BULL,FRANK,SIRIUS,GRIFF,RICO,Damage Dealer,Tank,Tank,Unknown,Controller,Damage Dealer,Super Rare,Rare,Epic,Ultra Legendary,Epic,Super Rare
20260313T191210.000Z,Slippery road,Wipeout 5v5,Iceislandshowdown,wipeout,True,MANDY,DOUG,8-BIT,CHUCK,MORTIS,POCO,Marksman,Support,Damage Dealer,Damage Dealer,Assassin,Support,Epic,Mythic,Super Rare,Mythic,Mythic,Rare
20260314T000031.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BIBI,SIRIUS,CROW,KAZE,AMBER,COLT,Tank,Unknown,Assassin,Unknown,Controller,Damage Dealer,Epic,Ultra Legendary,Legendary,Ultra Legendary,Legendary,Rare
20260313T235406.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,SHELLY,MORTIS,LOU,SURGE,SIRIUS,ROSA,Damage Dealer,Assassin,Controller,Damage Dealer,Unknown,Tank,Common,Mythic,Mythic,Legendary,Ultra Legendary,Rare
20260313T235050.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,MORTIS,SHELLY,LOU,SQUEAK,RICO,SPIKE,Assassin,Damage Dealer,Controller,Controller,Damage Dealer,Damage Dealer,Mythic,Common,Mythic,Mythic,Super Rare,Legendary
20260313T234800.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,CROW,BIBI,TICK,SHELLY,MORTIS,LOU,Assassin,Tank,Artillery,Damage Dealer,Assassin,Controller,Legendary,Epic,Super Rare,Common,Mythic,Mythic
20260313T234451.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,SHELLY,MORTIS,LOU,CHESTER,RICO,BIBI,Damage Dealer,Assassin,Controller,Damage Dealer,Damage Dealer,Tank,Common,Mythic,Mythic,Legendary,Super Rare,Epic
20260313T234247.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,LEON,SIRIUS,SAM,SHELLY,MORTIS,LOU,Assassin,Unknown,Assassin,Damage Dealer,Assassin,Controller,Legendary,Ultra Legendary,Epic,Common,Mythic,Mythic
20260313T234032.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,TARA,MORTIS,RICO,MORTIS,SHELLY,MOE,Damage Dealer,Assassin,Damage Dealer,Assassin,Damage Dealer,Damage Dealer,Mythic,Mythic,Super Rare,Mythic,Common,Mythic
20260313T233724.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,MORTIS,STU,BEA,MORTIS,BULL,BIBI,Assassin,Assassin,Marksman,Assassin,Tank,Tank,Mythic,Epic,Epic,Mythic,Rare,Epic
20260313T232815.000Z,Opening Move,Knockout,Retropolis,knockout,False,BROCK,LARRY & LAWRIE,CHESTER,GENE,KIT,DARRYL,Marksman,Artillery,Damage Dealer,Controller,Support,Tank,Rare,Epic,Legendary,Mythic,Legendary,Super Rare
20260313T232523.000Z,Opening Move,Knockout,Retropolis,knockout,True,KIT,DOUG,BO,GENE,KIT,DARRYL,Support,Support,Controller,Controller,Support,Tank,Legendary,Mythic,Epic,Mythic,Legendary,Super Rare
20260313T232321.000Z,Opening Move,Knockout,Retropolis,knockout,False,BROCK,MORTIS,MANDY,GENE,KIT,DARRYL,Marksman,Assassin,Marksman,Controller,Support,Tank,Rare,Mythic,Epic,Mythic,Legendary,Super Rare
20260313T232105.000Z,Opening Move,Knockout,Retropolis,knockout,False,KIT,SIRIUS,JANET,GENE,KIT,DARRYL,Support,Unknown,Marksman,Controller,Support,Tank,Legendary,Ultra Legendary,Mythic,Mythic,Legendary,Super Rare
20260313T231812.000Z,Opening Move,Knockout,Retropolis,knockout,False,BYRON,PIPER,MORTIS,GENE,DARRYL,KIT,Support,Marksman,Assassin,Controller,Tank,Support,Mythic,Epic,Mythic,Mythic,Super Rare,Legendary
20260313T231615.000Z,Opening Move,Knockout,Retropolis,knockout,True,SQUEAK,MANDY,RICO,KIT,GENE,DARRYL,Controller,Marksman,Damage Dealer,Support,Controller,Tank,Mythic,Epic,Super Rare,Legendary,Mythic,Super Rare
20260313T231251.000Z,Opening Move,Knockout,Retropolis,knockout,False,GENE,KIT,DARRYL,LEON,BIBI,MANDY,Controller,Support,Tank,Assassin,Tank,Marksman,Mythic,Legendary,Super Rare,Legendary,Epic,Epic
20260313T230958.000Z,Opening Move,Knockout,Retropolis,knockout,False,GRAY,SIRIUS,COLT,GENE,KIT,DARRYL,Support,Unknown,Damage Dealer,Controller,Support,Tank,Mythic,Ultra Legendary,Rare,Mythic,Legendary,Super Rare
20260313T230820.000Z,Opening Move,Knockout,Retropolis,knockout,True,BIBI,RICO,BYRON,GENE,DARRYL,KIT,Tank,Damage Dealer,Support,Controller,Tank,Support,Epic,Super Rare,Mythic,Mythic,Super Rare,Legendary
20260313T230626.000Z,Opening Move,Knockout,Retropolis,knockout,False,COLT,SPIKE,GUS,GENE,KIT,DARRYL,Damage Dealer,Damage Dealer,Support,Controller,Support,Tank,Rare,Legendary,Super Rare,Mythic,Legendary,Super Rare
20260313T230501.000Z,Opening Move,Knockout,Retropolis,knockout,True,DARRYL,GENE,KIT,RICO,COLT,LILY,Tank,Controller,Support,Damage Dealer,Damage Dealer,Assassin,Super Rare,Mythic,Legendary,Super Rare,Rare,Mythic
20260313T230300.000Z,Opening Move,Knockout,Retropolis,knockout,False,MORTIS,BROCK,NANI,GENE,KIT,DARRYL,Assassin,Marksman,Marksman,Controller,Support,Tank,Mythic,Rare,Epic,Mythic,Legendary,Super Rare
20260313T230108.000Z,Opening Move,Knockout,Retropolis,knockout,False,BROCK,MANDY,MORTIS,GENE,DARRYL,KIT,Marksman,Marksman,Assassin,Controller,Tank,Support,Rare,Epic,Mythic,Mythic,Super Rare,Legendary
20260313T225951.000Z,Opening Move,Knockout,Retropolis,knockout,True,GENE,KIT,DARRYL,RICO,TICK,PIERCE,Controller,Support,Tank,Damage Dealer,Artillery,Unknown,Mythic,Legendary,Super Rare,Super Rare,Super Rare,Legendary
20260313T225757.000Z,Opening Move,Knockout,Retropolis,knockout,True,GENE,KIT,DARRYL,KIT,DARRYL,BROCK,Controller,Support,Tank,Support,Tank,Marksman,Mythic,Legendary,Super Rare,Legendary,Super Rare,Rare
20260313T225547.000Z,Opening Move,Knockout,Retropolis,knockout,False,LEON,BYRON,BELLE,GENE,KIT,DARRYL,Assassin,Support,Marksman,Controller,Support,Tank,Legendary,Mythic,Epic,Mythic,Legendary,Super Rare
20260313T225346.000Z,Opening Move,Knockout,Retropolis,knockout,True,GENE,DARRYL,KIT,LEON,ZIGGY,MOE,Controller,Tank,Support,Assassin,Unknown,Damage Dealer,Mythic,Super Rare,Legendary,Legendary,Mythic,Mythic
20260314T015404.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,MORTIS,FANG,JANET,CROW,RICO,BO,Assassin,Assassin,Marksman,Assassin,Damage Dealer,Controller,Mythic,Mythic,Mythic,Legendary,Super Rare,Epic
20260314T015040.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,CROW,RICO,MEG,MORTIS,JANET,FANG,Assassin,Damage Dealer,Tank,Assassin,Marksman,Assassin,Legendary,Super Rare,Legendary,Mythic,Mythic,Mythic
20260314T014803.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,BO,BIBI,SIRIUS,FANG,JANET,MORTIS,Controller,Tank,Unknown,Assassin,Marksman,Assassin,Epic,Epic,Ultra Legendary,Mythic,Mythic,Mythic
20260314T014000.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,LILY,JANET,PENNY,FINX,SHADE,FANG,Assassin,Marksman,Artillery,Unknown,Assassin,Assassin,Mythic,Mythic,Super Rare,Mythic,Epic,Mythic
20260314T013751.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,FANG,FINX,SHADE,CHESTER,ROSA,SIRIUS,Assassin,Unknown,Assassin,Damage Dealer,Tank,Unknown,Mythic,Mythic,Epic,Legendary,Rare,Ultra Legendary
20260314T013513.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,RICO,MORTIS,SPIKE,FANG,LILY,CROW,Damage Dealer,Assassin,Damage Dealer,Assassin,Assassin,Assassin,Super Rare,Mythic,Legendary,Mythic,Mythic,Legendary
20260314T013217.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,FANG,CROW,LILY,COLT,CROW,CHARLIE,Assassin,Assassin,Assassin,Damage Dealer,Assassin,Controller,Mythic,Legendary,Mythic,Rare,Legendary,Mythic
20260314T012859.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,FANG,CROW,LILY,DOUG,RICO,CARL,Assassin,Assassin,Assassin,Support,Damage Dealer,Damage Dealer,Mythic,Legendary,Mythic,Mythic,Super Rare,Super Rare
20260314T012643.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,MINA,RICO,MORTIS,LILY,MAX,FANG,Unknown,Damage Dealer,Assassin,Assassin,Support,Assassin,Mythic,Super Rare,Mythic,Mythic,Mythic,Mythic
20260314T012334.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,EMZ,BIBI,SIRIUS,FANG,MAX,LILY,Controller,Tank,Unknown,Assassin,Support,Assassin,Epic,Epic,Ultra Legendary,Mythic,Mythic,Mythic
20260314T012017.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,FANG,MAX,LILY,DYNAMIKE,MORTIS,SURGE,Assassin,Support,Assassin,Artillery,Assassin,Damage Dealer,Mythic,Mythic,Mythic,Super Rare,Mythic,Legendary
20260314T011623.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,BONNIE,MORTIS,BULL,OTIS,LILY,FANG,Marksman,Assassin,Tank,Controller,Assassin,Assassin,Epic,Mythic,Rare,Mythic,Mythic,Mythic
20260314T011405.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,BIBI,RICO,CROW,FANG,LILY,OTIS,Tank,Damage Dealer,Assassin,Assassin,Assassin,Controller,Epic,Super Rare,Legendary,Mythic,Mythic,Mythic
20260314T011152.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,BIBI,CROW,BEA,FANG,OTIS,LILY,Tank,Assassin,Marksman,Assassin,Controller,Assassin,Epic,Legendary,Epic,Mythic,Mythic,Mythic
20260314T010737.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,RICO,SIRIUS,LEON,OTIS,LILY,FANG,Damage Dealer,Unknown,Assassin,Controller,Assassin,Assassin,Super Rare,Ultra Legendary,Legendary,Mythic,Mythic,Mythic
20260314T010445.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,LILY,FANG,OTIS,RICO,ALLI,CROW,Assassin,Assassin,Controller,Damage Dealer,Unknown,Assassin,Mythic,Mythic,Mythic,Super Rare,Mythic,Legendary
20260314T010130.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,LILY,MICO,DOUG,FANG,OTIS,LILY,Assassin,Assassin,Support,Assassin,Controller,Assassin,Mythic,Mythic,Mythic,Mythic,Mythic,Mythic
20260314T005915.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,RICO,CROW,SIRIUS,FANG,OTIS,LILY,Damage Dealer,Assassin,Unknown,Assassin,Controller,Assassin,Super Rare,Legendary,Ultra Legendary,Mythic,Mythic,Mythic
20260314T005600.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,RICO,GRIFF,BUSTER,FANG,LILY,OTIS,Damage Dealer,Controller,Tank,Assassin,Assassin,Controller,Super Rare,Epic,Mythic,Mythic,Mythic,Mythic
20260314T005246.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,FANG,OTIS,LILY,OLLIE,CARL,BUZZ,Assassin,Controller,Assassin,Unknown,Damage Dealer,Assassin,Mythic,Mythic,Mythic,Mythic,Super Rare,Mythic
20260314T005016.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,ALLI,BIBI,COLT,FANG,OTIS,LILY,Unknown,Tank,Damage Dealer,Assassin,Controller,Assassin,Mythic,Epic,Rare,Mythic,Mythic,Mythic
20260314T004758.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,ALLI,EDGAR,BUZZ,OTIS,FANG,LILY,Unknown,Assassin,Assassin,Controller,Assassin,Assassin,Mythic,Epic,Mythic,Mythic,Mythic,Mythic
20260314T004518.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,FANG,OTIS,LILY,GLOWBERT,RICO,SIRIUS,Assassin,Controller,Assassin,Unknown,Damage Dealer,Unknown,Mythic,Mythic,Mythic,Mythic,Super Rare,Ultra Legendary
20260314T004232.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,EMZ,BULL,SIRIUS,FANG,OTIS,LILY,Controller,Tank,Unknown,Assassin,Controller,Assassin,Epic,Rare,Ultra Legendary,Mythic,Mythic,Mythic
20260314T004020.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,FANG,OTIS,LILY,RICO,MEG,BIBI,Assassin,Controller,Assassin,Damage Dealer,Tank,Tank,Mythic,Mythic,Mythic,Super Rare,Legendary,Epic
20260313T221953.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,COLT,RICO,BIBI,BIBI,BULL,BEA,Damage Dealer,Damage Dealer,Tank,Tank,Tank,Marksman,Rare,Super Rare,Epic,Epic,Rare,Epic
20260313T213009.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,COLT,BIBI,BULL,SIRIUS,BIBI,BEA,Damage Dealer,Tank,Tank,Unknown,Tank,Marksman,Rare,Epic,Rare,Ultra Legendary,Epic,Epic
20260313T205348.000Z,Opening Move,Knockout,Retropolis,knockout,True,RICO,GROM,CHESTER,LEON,BONNIE,PIPER,Damage Dealer,Artillery,Damage Dealer,Assassin,Marksman,Marksman,Super Rare,Epic,Legendary,Legendary,Epic,Epic
20260313T205201.000Z,Opening Move,Knockout,Retropolis,knockout,True,LEON,BONNIE,PIPER,BYRON,BELLE,RICO,Assassin,Marksman,Marksman,Support,Marksman,Damage Dealer,Legendary,Epic,Epic,Mythic,Epic,Super Rare
20260313T204934.000Z,Opening Move,Knockout,Retropolis,knockout,False,GRAY,BONNIE,PIPER,BYRON,MINA,BEA,Support,Marksman,Marksman,Support,Unknown,Marksman,Mythic,Epic,Epic,Mythic,Mythic,Epic
20260313T204757.000Z,Opening Move,Knockout,Retropolis,knockout,True,GRAY,BONNIE,PIPER,GROM,BROCK,COLT,Support,Marksman,Marksman,Artillery,Marksman,Damage Dealer,Mythic,Epic,Epic,Epic,Rare,Rare
20260313T204529.000Z,Opening Move,Knockout,Retropolis,knockout,False,GRAY,BONNIE,PIPER,KIT,COLT,MANDY,Support,Marksman,Marksman,Support,Damage Dealer,Marksman,Mythic,Epic,Epic,Legendary,Rare,Epic
20260313T204308.000Z,Opening Move,Knockout,Retropolis,knockout,True,BONNIE,PIPER,GRAY,BYRON,CROW,R-T,Marksman,Marksman,Support,Support,Assassin,Damage Dealer,Epic,Epic,Mythic,Mythic,Legendary,Mythic
20260313T203731.000Z,Opening Move,Knockout,Retropolis,knockout,True,PIPER,GRAY,BONNIE,CROW,GROM,TICK,Marksman,Support,Marksman,Assassin,Artillery,Artillery,Epic,Mythic,Epic,Legendary,Epic,Super Rare
20260313T203319.000Z,Opening Move,Knockout,Retropolis,knockout,False,BONNIE,GRAY,PIPER,RICO,STU,SIRIUS,Marksman,Support,Marksman,Damage Dealer,Assassin,Unknown,Epic,Mythic,Epic,Super Rare,Epic,Ultra Legendary
20260313T203012.000Z,Opening Move,Knockout,Retropolis,knockout,False,PIPER,MANDY,SHELLY,GRAY,BONNIE,PIPER,Marksman,Marksman,Damage Dealer,Support,Marksman,Marksman,Epic,Epic,Common,Mythic,Epic,Epic
20260313T202658.000Z,Opening Move,Knockout,Retropolis,knockout,False,BYRON,R-T,COLT,GRAY,PIPER,BONNIE,Support,Damage Dealer,Damage Dealer,Support,Marksman,Marksman,Mythic,Mythic,Rare,Mythic,Epic,Epic
